"price","number_of_reviews","host_total_listings_count","bedrooms","minimum_nights","accommodates","price_level"
162,421,6,3,1,8,"Medium"
403,241,3,1,1,2,"High"
425,235,1,1,2,3,"High"
385,60,3,1,1,1,"High"
90,363,1,1,1,4,"Medium"
23,162,2,2,2,4,"Low"
212,51,4,2,2,4,"Medium"
230,146,3,3,1,8,"Medium"
102,7,16,3,2,6,"Medium"
38,1,3,1,30,2,"Low"
68,62,1,1,3,2,"Medium"
29,17,2,2,2,5,"Low"
38,33,1,1,2,2,"Low"
13,14,2,1,30,2,"Low"
406,138,119,2,1,3,"High"
61,64,1,1,2,2,"Low"
17,86,1,1,5,2,"Low"
91,307,1,1,2,4,"Medium"
423,5,7,1,30,3,"High"
63,8,1,2,2,2,"Low"
420,29,8,1,1,3,"High"
430,23,1,1,3,4,"High"
49,133,1,2,3,5,"Low"
242,7,1,1,2,1,"Medium"
429,126,2,2,2,4,"High"
37,171,1,2,1,5,"Low"
33,5,2,2,31,5,"Low"
385,14,4,1,30,2,"High"
13,24,2,3,28,6,"Low"
22,214,16,1,1,2,"Low"
422,1,1,1,30,3,"High"
13,2,1,1,30,2,"Low"
395,97,3,1,1,2,"High"
32,42,1,1,1,4,"Low"
23,16,1,2,30,4,"Low"
428,94,1,1,3,2,"High"
13,112,1,1,7,2,"Low"
433,5,9,2,30,4,"High"
428,28,3,1,7,2,"High"
56,196,1,1,2,4,"Low"
408,245,3,1,2,4,"High"
15,10,1,2,30,4,"Low"
88,38,2,2,30,4,"Medium"
40,224,11,2,2,4,"Low"
429,256,11,1,2,2,"High"
13,378,2,1,2,2,"Low"
39,119,2,1,2,2,"Low"
143,33,1,2,2,6,"Medium"
361,182,2,1,2,2,"High"
329,148,4,1,1,2,"Medium"
84,14,1,2,21,2,"Medium"
412,9,2,1,31,6,"High"
84,117,1,2,2,4,"Medium"
30,211,3,2,2,6,"Low"
290,107,2,4,2,8,"Medium"
286,195,4,5,1,12,"Medium"
361,275,2,1,2,2,"High"
218,7,1,1,30,1,"Medium"
428,32,1,1,1,4,"High"
131,36,3,2,2,4,"Medium"
433,238,2,1,1,2,"High"
52,223,1,3,1,6,"Low"
55,127,2,2,2,6,"Low"
24,84,2,1,1,2,"Low"
86,376,1,2,1,5,"Medium"
425,6,5,1,28,2,"High"
395,218,2,1,1,2,"High"
39,136,1,1,2,4,"Low"
430,73,2,1,2,4,"High"
392,98,2,1,1,2,"High"
353,11,2,2,30,2,"High"
93,249,2,1,2,4,"Medium"
346,307,4,1,1,2,"High"
413,66,1,1,2,4,"High"
74,196,2,1,2,4,"Medium"
24,135,1,1,2,2,"Low"
63,9,1,3,31,6,"Low"
79,182,1,3,3,6,"Medium"
109,251,7,2,1,5,"Medium"
79,239,2,2,2,4,"Medium"
413,145,119,1,1,4,"High"
13,107,1,1,2,2,"Low"
121,58,1,2,3,5,"Medium"
305,115,11,1,1,1,"Medium"
333,8,4,1,2,2,"Medium"
395,180,1,1,2,4,"High"
420,8,1,4,2,7,"High"
329,7,2,1,30,2,"Medium"
125,43,3,2,1,4,"Medium"
88,154,2,2,2,4,"Medium"
149,22,3,2,1,6,"Medium"
412,46,1,1,1,2,"High"
63,111,8,1,3,4,"Low"
431,43,6,1,1,2,"High"
428,8,2,1,30,2,"High"
392,289,2,1,2,4,"High"
239,100,3,5,2,10,"Medium"
421,139,23,1,1,2,"High"
26,271,1,1,2,2,"Low"
25,97,5,2,1,4,"Low"
36,198,1,2,1,5,"Low"
428,2,6,2,30,3,"High"
13,53,1,1,2,4,"Low"
420,94,2,1,2,4,"High"
412,139,5,1,3,2,"High"
38,54,1,2,3,5,"Low"
346,17,1,1,30,4,"High"
41,38,1,2,28,4,"Low"
399,83,8,6,4,16,"High"
183,37,3,2,2,6,"Medium"
73,368,7,1,2,2,"Medium"
15,147,1,1,1,2,"Low"
366,11,7,1,30,1,"High"
144,7,1,4,3,10,"Medium"
420,63,2,1,3,4,"High"
420,11,1,2,31,4,"High"
384,116,5,1,3,2,"High"
412,26,2,2,6,4,"High"
43,51,1,1,5,4,"Low"
55,163,1,1,2,3,"Low"
28,148,3,1,1,4,"Low"
18,310,1,1,1,2,"Low"
143,66,3,4,6,6,"Medium"
31,182,6,1,1,3,"Low"
104,215,8,4,2,10,"Medium"
333,63,2,1,1,2,"Medium"
79,246,11,1,2,3,"Medium"
25,36,12,1,1,3,"Low"
88,118,1,2,5,6,"Medium"
24,175,2,2,2,6,"Low"
96,149,50,2,2,4,"Medium"
36,270,4,2,1,5,"Low"
223,234,4,4,1,8,"Medium"
269,305,12,3,1,8,"Medium"
117,230,1,1,3,2,"Medium"
420,36,3,2,1,4,"High"
38,29,1,2,30,5,"Low"
13,459,3,1,1,2,"Low"
14,46,4,2,1,3,"Low"
41,76,1,2,2,4,"Low"
425,88,1,1,3,2,"High"
417,1,2,1,30,2,"High"
160,175,1,2,2,6,"Medium"
129,137,50,2,2,5,"Medium"
88,40,1,3,7,6,"Medium"
36,228,2,2,2,5,"Low"
403,20,3,2,30,4,"High"
333,166,1,1,1,2,"Medium"
43,25,3,1,5,2,"Low"
85,227,1,1,2,2,"Medium"
178,24,286,2,2,4,"Medium"
150,149,50,2,2,5,"Medium"
408,7,50,1,30,2,"High"
78,29,1,2,2,4,"Medium"
116,5,8,3,30,6,"Medium"
412,32,1,1,3,2,"High"
144,423,1,3,1,10,"Medium"
38,109,1,2,30,4,"Low"
23,19,3,1,30,2,"Low"
35,196,1,2,2,5,"Low"
94,17,1,1,3,2,"Medium"
406,469,4,2,1,4,"High"
16,242,1,1,2,3,"Low"
69,9,1,2,2,1,"Medium"
26,96,1,1,1,4,"Low"
55,165,1,1,1,2,"Low"
188,35,1,4,1,15,"Medium"
23,101,2,1,2,4,"Low"
305,128,11,1,1,1,"Medium"
67,39,1,2,2,4,"Medium"
67,143,2,2,2,4,"Medium"
13,52,2,1,2,4,"Low"
408,107,1,1,4,2,"High"
62,85,2,1,2,4,"Low"
422,223,3,1,1,4,"High"
392,118,1,1,1,2,"High"
111,14,2,4,30,6,"Medium"
58,34,1,1,1,2,"Low"
333,106,4,1,1,2,"Medium"
20,35,4,2,28,4,"Low"
14,7,1,2,2,4,"Low"
412,141,1,1,2,3,"High"
39,162,1,2,2,5,"Low"
421,250,1,1,1,6,"High"
98,57,6,2,2,5,"Medium"
58,94,1,1,1,4,"Low"
423,75,1,1,2,4,"High"
22,9,50,2,30,4,"Low"
406,144,119,1,1,4,"High"
56,10,2,2,3,5,"Low"
38,17,50,2,30,4,"Low"
34,110,38,2,2,5,"Low"
125,216,3,3,1,6,"Medium"
21,134,50,2,2,4,"Low"
79,182,1,2,2,4,"Medium"
249,502,2,1,1,2,"Medium"
351,36,1,2,2,4,"High"
361,168,4,1,1,2,"High"
8,17,3,5,2,10,"Low"
242,439,2,1,1,2,"Medium"
15,70,1,1,2,4,"Low"
395,114,2,1,2,2,"High"
197,32,7,4,2,13,"Medium"
21,60,1,2,1,4,"Low"
432,25,2,1,2,2,"High"
408,85,3,2,2,5,"High"
88,17,2,4,5,4,"Medium"
211,29,3,3,2,8,"Medium"
49,328,8,2,1,4,"Low"
329,138,3,1,1,2,"Medium"
37,127,10,1,2,4,"Low"
333,43,3,1,21,1,"Medium"
19,38,1,1,2,2,"Low"
63,78,1,1,1,3,"Low"
126,59,6,2,2,4,"Medium"
62,178,3,1,1,3,"Low"
429,226,1,1,1,4,"High"
107,116,3,2,3,4,"Medium"
42,81,1,1,2,4,"Low"
33,28,6,2,2,4,"Low"
59,121,10,2,2,4,"Low"
88,24,1,1,2,4,"Medium"
65,87,1,1,2,4,"Medium"
40,110,4,1,2,4,"Low"
17,59,1,1,2,2,"Low"
29,586,42,1,1,2,"Low"
79,29,42,1,1,2,"Medium"
312,1058,42,1,1,1,"Medium"
71,73,42,1,1,2,"Medium"
431,62,1,1,5,2,"High"
112,54,8,4,2,12,"Medium"
51,47,2,2,30,5,"Low"
113,95,2,2,3,4,"Medium"
102,36,1,3,3,6,"Medium"
385,106,1,1,2,4,"High"
27,131,1,1,3,3,"Low"
48,13,5,2,28,3,"Low"
107,105,2,3,3,5,"Medium"
423,12,50,3,30,8,"High"
270,44,2,5,3,10,"Medium"
420,6,3,2,31,4,"High"
390,88,10,2,1,6,"High"
73,7,3,1,2,2,"Medium"
390,168,10,2,1,6,"High"
295,174,4,6,1,11,"Medium"
36,95,1,2,2,5,"Low"
18,73,2,1,1,2,"Low"
52,35,2,2,1,5,"Low"
201,26,1,2,3,5,"Medium"
90,188,3,3,2,6,"Medium"
245,25,18,4,30,12,"Medium"
402,61,8,1,1,3,"High"
431,13,7,4,31,6,"High"
346,113,2,1,1,2,"High"
17,62,2,1,5,2,"Low"
177,55,4,3,2,6,"Medium"
173,104,1,2,3,5,"Medium"
326,140,7,1,1,2,"Medium"
412,50,3,1,1,2,"High"
428,298,1,1,2,3,"High"
14,42,2,1,3,2,"Low"
43,34,1,2,4,5,"Low"
413,224,1,1,1,3,"High"
92,13,8,2,2,5,"Medium"
18,41,1,1,2,2,"Low"
69,167,4,1,2,2,"Medium"
353,11,6,1,30,1,"High"
417,98,1,1,2,2,"High"
166,9,220,2,2,5,"Medium"
26,108,1,1,2,3,"Low"
202,128,3,2,2,5,"Medium"
102,52,1,2,2,5,"Medium"
322,50,2,1,20,2,"Medium"
417,28,50,1,30,4,"High"
410,190,1,1,1,4,"High"
394,175,10,2,31,6,"High"
413,53,1,1,2,3,"High"
433,28,1,1,1,4,"High"
410,130,1,1,2,2,"High"
39,104,1,2,2,4,"Low"
165,7,1,2,31,6,"Medium"
61,137,1,2,1,4,"Low"
85,36,60,1,2,4,"Medium"
104,116,5,2,2,5,"Medium"
113,8,119,2,1,5,"Medium"
13,141,3,1,1,5,"Low"
15,7,1,1,14,2,"Low"
395,11,7,1,31,2,"High"
30,319,1,1,1,4,"Low"
49,142,1,2,1,4,"Low"
107,114,5,1,1,4,"Medium"
97,204,5,1,1,2,"Medium"
135,12,5,1,1,2,"Medium"
428,2,7,1,2,2,"High"
73,3,7,1,2,3,"Medium"
13,1,5,2,10,4,"Low"
417,29,10,1,2,2,"High"
33,4,7,1,2,4,"Low"
420,186,1,1,2,4,"High"
111,20,8,2,1,4,"Medium"
384,84,1,1,4,4,"High"
92,130,1,2,2,6,"Medium"
395,12,2,1,3,2,"High"
23,68,3,1,2,4,"Low"
17,57,2,2,2,4,"Low"
273,6,1,2,2,4,"Medium"
420,52,1,1,2,2,"High"
279,64,1,1,1,2,"Medium"
135,186,2,3,2,5,"Medium"
412,77,1,1,1,2,"High"
429,50,1,1,1,2,"High"
135,122,22,2,1,5,"Medium"
410,1,3,2,30,8,"High"
13,14,7,2,31,3,"Low"
53,297,5,2,1,4,"Low"
292,54,1,1,1,2,"Medium"
22,21,1,1,3,3,"Low"
422,57,1,1,2,4,"High"
126,23,2,1,2,2,"Medium"
264,5,2,1,3,2,"Medium"
165,126,1,3,2,8,"Medium"
19,96,2,2,2,5,"Low"
334,36,8,6,4,16,"Medium"
13,93,2,1,1,4,"Low"
342,32,2,1,2,2,"High"
412,76,3,1,2,2,"High"
18,14,1,1,2,4,"Low"
378,8,1,1,30,2,"High"
395,44,1,2,1,2,"High"
93,449,3,1,1,2,"Medium"
144,89,3,1,1,2,"Medium"
227,1,2,1,3,2,"Medium"
387,78,1,1,1,2,"High"
309,81,6,3,2,6,"Medium"
394,181,10,2,31,6,"High"
413,204,119,1,1,5,"High"
373,30,1,1,2,2,"High"
433,6,1,1,3,2,"High"
43,5,12,1,1,2,"Low"
43,4,12,1,1,4,"Low"
433,94,12,1,1,2,"High"
433,16,12,1,1,2,"High"
433,3,12,1,1,2,"High"
433,3,12,1,1,2,"High"
19,5,12,1,1,4,"Low"
108,1,12,1,1,2,"Medium"
433,22,12,1,1,2,"High"
19,47,12,1,1,4,"Low"
92,86,1,2,2,5,"Medium"
415,254,8,1,1,2,"High"
412,29,7,1,15,3,"High"
403,252,1,1,1,2,"High"
428,262,1,1,1,2,"High"
165,293,4,4,1,8,"Medium"
346,110,3,1,2,2,"High"
204,46,1,2,2,4,"Medium"
19,3,4,3,30,5,"Low"
193,4,5,2,6,4,"Medium"
366,8,1,1,1,1,"High"
420,162,119,1,1,4,"High"
433,82,1,2,2,4,"High"
201,43,3,1,1,4,"Medium"
417,37,2,2,30,4,"High"
385,78,7,1,1,2,"High"
333,21,1,1,1,1,"Medium"
153,16,3,2,30,5,"Medium"
63,34,32,2,2,6,"Low"
63,30,32,2,2,6,"Low"
38,18,32,1,2,2,"Low"
428,2,32,1,30,4,"High"
412,94,1,1,30,2,"High"
91,51,2,2,3,6,"Medium"
395,31,5,2,1,4,"High"
57,9,1,2,30,4,"Low"
193,198,11,3,2,6,"Medium"
33,93,23,1,1,4,"Low"
20,120,1,1,1,4,"Low"
50,8,2,2,5,4,"Low"
387,2,2,2,10,4,"High"
420,69,1,1,1,2,"High"
60,51,1,1,5,2,"Low"
53,112,2,2,2,4,"Low"
178,8,1,1,2,2,"Medium"
425,6,5,1,30,2,"High"
73,134,4,2,1,4,"Medium"
420,2,2,1,31,2,"High"
14,66,1,1,3,4,"Low"
109,27,5,2,4,4,"Medium"
430,201,1,1,2,3,"High"
429,17,3,1,1,2,"High"
225,285,1,3,2,11,"Medium"
395,17,11,1,31,2,"High"
22,85,3,1,2,2,"Low"
412,51,1,1,5,2,"High"
86,37,2,1,3,4,"Medium"
63,1,32,2,30,6,"Low"
38,2,32,1,2,2,"Low"
63,8,32,2,2,6,"Low"
194,286,1,4,2,11,"Medium"
55,147,1,1,2,2,"Low"
47,20,4,2,2,5,"Low"
402,69,1,1,2,3,"High"
364,64,1,1,1,2,"High"
430,58,1,2,1,5,"High"
403,32,1,1,2,2,"High"
13,16,1,1,7,2,"Low"
378,135,3,1,1,2,"High"
375,25,1,2,2,4,"High"
71,40,2,1,3,2,"Medium"
57,119,1,2,2,4,"Low"
387,12,1,1,21,3,"High"
387,3,2,1,180,3,"High"
428,1,3,1,1,2,"High"
379,28,2,5,2,10,"High"
68,10,1,3,30,6,"Medium"
159,57,5,3,30,5,"Medium"
73,127,1,2,2,6,"Medium"
413,87,119,1,1,4,"High"
413,116,119,1,1,4,"High"
384,201,4,2,1,4,"High"
420,96,119,2,1,5,"High"
62,4,1,1,30,2,"Low"
387,129,1,1,1,3,"High"
78,54,2,1,2,4,"Medium"
58,97,1,2,2,4,"Low"
333,45,2,1,1,2,"Medium"
154,45,1,2,2,4,"Medium"
63,63,1,1,2,4,"Low"
189,33,23,2,1,4,"Medium"
68,11,1,1,2,2,"Medium"
73,68,2,1,7,4,"Medium"
63,36,32,2,2,6,"Low"
26,123,2,1,2,3,"Low"
38,29,1,2,2,5,"Low"
404,4,5,1,31,2,"High"
153,255,7,4,1,8,"Medium"
62,98,1,2,1,4,"Low"
4,5,1,5,3,10,"Low"
210,9,5,1,30,1,"Medium"
431,26,3,1,30,4,"High"
31,69,1,1,2,2,"Low"
429,103,3,1,1,2,"High"
431,165,1,1,2,3,"High"
16,99,1,1,3,2,"Low"
390,228,2,1,1,2,"High"
403,43,1,1,21,2,"High"
413,102,1,1,2,4,"High"
17,63,3,1,2,3,"Low"
18,23,1,1,31,1,"Low"
357,180,2,1,60,2,"High"
419,2,9,1,1,2,"High"
419,1,9,1,1,2,"High"
419,1,9,1,1,2,"High"
419,1,9,1,1,2,"High"
428,8,8,1,30,2,"High"
95,153,4,1,2,2,"Medium"
387,1,2,2,30,3,"High"
255,94,2,2,1,10,"Medium"
64,25,1,1,5,2,"Medium"
77,207,1,2,2,5,"Medium"
402,36,1,1,2,2,"High"
420,100,1,1,1,5,"High"
425,132,2,2,2,4,"High"
11,11,1,7,5,14,"Low"
14,59,2,1,3,2,"Low"
38,27,32,1,2,2,"Low"
402,149,3,1,2,3,"High"
422,69,1,1,3,4,"High"
189,58,1,2,2,5,"Medium"
412,12,1,1,5,3,"High"
431,71,2,1,2,2,"High"
38,4,32,1,2,2,"Low"
38,2,32,1,2,2,"Low"
312,3,3,1,30,2,"Medium"
428,9,2,1,4,2,"High"
88,16,1,2,7,5,"Medium"
93,8,4,1,14,2,"Medium"
387,67,1,1,1,1,"High"
33,87,5,2,2,5,"Low"
68,124,10,3,1,6,"Medium"
47,61,1,2,3,4,"Low"
53,46,1,2,5,4,"Low"
415,58,2,1,2,2,"High"
394,43,1,1,1,2,"High"
48,201,1,2,1,4,"Low"
398,43,1,1,3,4,"High"
39,111,1,1,3,2,"Low"
13,66,2,1,1,4,"Low"
63,13,1,2,25,4,"Low"
403,8,1,1,28,2,"High"
210,4,5,1,30,1,"Medium"
147,18,5,2,2,4,"Medium"
378,17,4,1,2,1,"High"
130,42,3,2,2,5,"Medium"
312,1,2,2,31,2,"Medium"
361,34,4,1,2,1,"High"
385,35,4,1,2,2,"High"
429,43,1,1,1,2,"High"
330,32,2,3,2,8,"Medium"
102,36,2,2,30,5,"Medium"
395,10,2,1,14,2,"High"
190,54,8,3,2,7,"Medium"
105,92,1,1,1,3,"Medium"
63,35,32,2,2,6,"Low"
63,3,32,2,30,6,"Low"
63,22,32,2,2,6,"Low"
63,26,32,2,2,6,"Low"
38,12,32,1,2,2,"Low"
412,88,2,1,1,4,"High"
388,9,2,2,2,4,"High"
81,52,2,2,3,4,"Medium"
404,6,1,1,2,2,"High"
428,175,2,1,1,2,"High"
26,64,1,1,3,4,"Low"
421,12,3,1,1,3,"High"
292,164,2,1,1,2,"Medium"
28,1,4,2,20,4,"Low"
68,11,3,2,5,2,"Medium"
421,231,5,1,1,2,"High"
63,64,1,3,2,7,"Low"
110,248,3,3,1,8,"Medium"
342,45,1,1,1,2,"High"
145,173,1,4,2,10,"Medium"
72,32,2,1,2,3,"Medium"
383,198,2,1,2,2,"High"
54,89,1,1,5,2,"Low"
410,124,1,1,1,3,"High"
404,104,1,1,1,3,"High"
38,4,4,1,1,2,"Low"
38,15,3,2,2,4,"Low"
410,31,4,1,2,2,"High"
413,48,4,1,2,2,"High"
384,8,4,1,30,2,"High"
38,12,4,1,1,2,"Low"
38,6,4,1,1,2,"Low"
38,1,4,1,1,2,"Low"
420,8,1,1,30,2,"High"
112,33,1,2,2,4,"Medium"
18,8,49,2,31,4,"Low"
410,152,1,1,1,4,"High"
28,193,2,2,1,5,"Low"
18,184,2,2,1,5,"Low"
42,99,119,1,1,4,"Low"
433,24,4,1,30,2,"High"
20,190,4,1,1,2,"Low"
18,53,1,2,5,3,"Low"
403,8,5,1,31,2,"High"
398,10,10,2,30,4,"High"
366,23,2,1,1,1,"High"
48,75,1,1,2,2,"Low"
202,301,12,3,1,6,"Medium"
37,85,10,2,2,5,"Low"
87,48,2,2,5,4,"Medium"
378,116,2,1,2,2,"High"
75,66,1,1,5,4,"Medium"
390,61,119,1,1,2,"High"
351,3,119,1,31,2,"High"
16,90,3,1,2,3,"Low"
40,12,1,1,1,1,"Low"
333,12,7,1,30,2,"Medium"
42,9,4,2,31,6,"Low"
424,9,7,7,1,15,"High"
10,17,7,9,1,16,"Low"
34,60,4,1,2,4,"Low"
63,100,1,1,1,2,"Low"
402,196,1,1,1,2,"High"
392,2,2,2,30,4,"High"
421,91,2,1,1,4,"High"
404,28,1,1,2,2,"High"
228,17,1,2,2,5,"Medium"
170,163,1,4,2,10,"Medium"
118,21,8,2,7,3,"Medium"
24,241,9,1,1,2,"Low"
49,137,1,2,2,4,"Low"
36,57,1,1,1,3,"Low"
395,2,5,1,30,2,"High"
146,55,2,2,1,5,"Medium"
17,165,1,1,1,2,"Low"
32,65,2,1,1,4,"Low"
409,190,3,2,1,4,"High"
333,18,7,1,10,1,"Medium"
403,8,50,1,30,2,"High"
13,56,2,1,2,4,"Low"
351,24,5,1,2,2,"High"
412,19,3,1,2,2,"High"
391,12,4,1,2,2,"High"
72,8,36,1,1,2,"Medium"
412,5,2,1,30,2,"High"
204,4,6,1,2,2,"Medium"
402,4,2,1,30,2,"High"
110,38,1,2,5,4,"Medium"
387,83,4,1,1,2,"High"
404,41,4,1,1,2,"High"
96,56,3,3,3,8,"Medium"
93,4,97,1,30,4,"Medium"
113,11,3,2,4,5,"Medium"
420,3,1,1,30,3,"High"
116,23,1,2,4,4,"Medium"
35,8,5,2,60,4,"Low"
23,4,1,1,3,2,"Low"
93,12,1,2,5,5,"Medium"
400,23,2,3,3,5,"High"
22,61,36,1,1,2,"Low"
92,4,36,1,1,4,"Medium"
183,6,36,1,1,6,"Medium"
312,10,36,1,1,1,"Medium"
412,74,1,1,1,4,"High"
332,1,36,1,1,16,"Medium"
312,58,19,1,1,2,"Medium"
201,42,3,2,4,5,"Medium"
48,25,3,1,2,2,"Low"
287,10,2,1,30,1,"Medium"
21,59,1,1,2,4,"Low"
287,10,2,1,30,1,"Medium"
44,136,1,1,3,4,"Low"
71,28,1,1,2,2,"Medium"
15,54,1,1,2,3,"Low"
42,13,50,2,30,4,"Low"
415,61,4,1,1,4,"High"
34,198,1,2,2,4,"Low"
415,83,2,1,2,2,"High"
77,83,3,3,2,6,"Medium"
204,39,1,2,2,4,"Medium"
14,65,2,1,3,4,"Low"
140,15,7,1,1,4,"Medium"
227,7,8,1,30,1,"Medium"
27,199,2,1,1,4,"Low"
76,36,1,2,2,4,"Medium"
58,255,5,2,1,4,"Low"
404,148,1,1,30,3,"High"
39,96,4,1,2,3,"Low"
404,1,5,1,30,2,"High"
387,9,1,1,30,2,"High"
395,12,1,1,30,1,"High"
19,177,2,1,2,4,"Low"
421,89,1,2,1,5,"High"
248,2,2,2,3,6,"Medium"
52,16,36,1,1,2,"Low"
398,161,2,1,1,2,"High"
45,27,2,1,2,4,"Low"
384,92,7,1,1,2,"High"
385,63,7,1,1,2,"High"
21,145,2,2,4,4,"Low"
385,157,1,1,2,4,"High"
378,7,5,1,30,4,"High"
387,3,5,2,30,8,"High"
147,2,2,2,2,4,"Medium"
16,14,2,1,21,3,"Low"
26,101,1,2,1,4,"Low"
43,125,1,1,2,3,"Low"
312,5,7,1,30,1,"Medium"
63,5,1,2,30,4,"Low"
414,69,3,1,1,2,"High"
406,28,2,2,2,4,"High"
383,11,16,1,30,2,"High"
42,6,4,2,14,4,"Low"
13,2,1,1,1,4,"Low"
40,46,1,1,1,4,"Low"
62,4,2,3,3,8,"Low"
53,24,2,2,2,4,"Low"
312,80,19,1,1,2,"Medium"
179,7,2,2,1,5,"Medium"
42,9,3,2,31,4,"Low"
231,14,3,2,2,5,"Medium"
61,63,2,1,5,3,"Low"
423,91,1,1,1,2,"High"
387,4,5,1,30,2,"High"
431,9,2,1,31,3,"High"
292,1,1,1,93,1,"Medium"
89,74,1,1,2,4,"Medium"
13,139,6,2,1,4,"Low"
412,32,1,1,3,2,"High"
83,2,2,1,120,3,"Medium"
312,6,3,1,3,4,"Medium"
57,32,220,2,2,5,"Low"
40,51,220,1,2,2,"Low"
420,7,5,2,31,4,"High"
92,6,3,4,30,6,"Medium"
401,41,97,1,1,4,"High"
118,10,504,3,2,6,"Medium"
132,108,1,2,2,5,"Medium"
58,55,1,2,3,4,"Low"
63,64,1,2,2,5,"Low"
228,24,4,2,3,4,"Medium"
305,9,6,1,30,1,"Medium"
70,17,504,2,1,4,"Medium"
329,22,19,1,1,2,"Medium"
183,31,2,3,3,6,"Medium"
48,10,2,2,31,4,"Low"
13,47,6,1,1,2,"Low"
312,2,2,1,1,1,"Medium"
53,7,10,3,30,8,"Low"
426,26,504,8,2,16,"High"
55,95,6,1,2,4,"Low"
40,142,7,2,1,5,"Low"
25,75,6,1,1,2,"Low"
38,4,32,1,30,4,"Low"
387,63,1,1,2,2,"High"
38,48,1,2,2,4,"Low"
140,15,1,3,5,5,"Medium"
125,11,4,2,30,5,"Medium"
83,3,1,1,30,2,"Medium"
307,47,220,2,2,5,"Medium"
181,55,50,3,2,6,"Medium"
179,192,16,4,1,8,"Medium"
160,172,16,4,1,8,"Medium"
19,20,2,1,2,4,"Low"
199,49,3,4,1,8,"Medium"
39,161,16,2,1,4,"Low"
66,240,16,2,1,4,"Medium"
333,98,1,1,2,2,"Medium"
24,125,1,1,3,4,"Low"
395,1,1,2,30,2,"High"
22,11,3,1,30,2,"Low"
140,30,3,2,2,6,"Medium"
63,20,1,2,3,4,"Low"
82,72,22,4,3,6,"Medium"
135,138,12,1,2,4,"Medium"
415,154,2,1,1,2,"High"
102,8,3,2,14,4,"Medium"
38,81,4,1,3,3,"Low"
39,102,1,1,1,2,"Low"
63,54,1,1,1,4,"Low"
406,9,14,1,31,2,"High"
15,6,5,1,30,2,"Low"
425,38,6,1,1,2,"High"
118,193,16,3,1,6,"Medium"
36,65,2,1,2,2,"Low"
333,4,2,1,60,2,"Medium"
404,4,5,1,5,2,"High"
387,19,2,1,30,4,"High"
182,210,9,4,1,8,"Medium"
394,85,2,1,2,2,"High"
43,23,1,1,2,2,"Low"
386,29,1,5,3,12,"High"
366,6,7,1,30,2,"High"
220,164,12,4,1,8,"Medium"
163,172,12,3,1,6,"Medium"
414,3,16,1,30,2,"High"
83,4,2,2,30,4,"Medium"
238,4,2,2,30,6,"Medium"
431,180,16,1,2,4,"High"
402,49,7,1,2,4,"High"
16,34,1,1,4,2,"Low"
402,89,2,1,2,2,"High"
420,84,2,1,2,2,"High"
428,1,5,2,30,4,"High"
408,49,97,1,1,5,"High"
45,1,6637,1,1,4,"Low"
395,5,3,1,30,3,"High"
42,63,14,1,1,2,"Low"
109,80,6,2,2,5,"Medium"
88,7,5,3,30,6,"Medium"
104,45,2,2,2,5,"Medium"
140,29,2,2,2,6,"Medium"
38,20,3,1,10,4,"Low"
41,56,2,1,2,2,"Low"
333,8,2,1,60,2,"Medium"
60,57,220,2,3,4,"Low"
361,57,3,1,1,2,"High"
433,64,1,1,2,2,"High"
56,6,4,2,20,4,"Low"
23,8,3,3,2,4,"Low"
313,4,2,4,5,6,"Medium"
25,54,1,1,2,4,"Low"
433,71,2,1,1,2,"High"
28,275,6,1,1,2,"Low"
27,27,5,2,2,6,"Low"
58,165,1,1,1,2,"Low"
47,5,3,4,31,8,"Low"
387,7,2,1,2,2,"High"
247,2,220,2,3,5,"Medium"
433,6,4,1,30,2,"High"
19,31,2,2,2,4,"Low"
18,130,119,1,1,4,"Low"
99,32,3,1,2,3,"Medium"
373,63,3,1,1,2,"High"
412,7,3,1,2,1,"High"
86,14,1,4,31,8,"Medium"
44,29,23,1,1,2,"Low"
429,71,1,1,2,3,"High"
412,3,1,1,2,3,"High"
16,64,6,1,1,3,"Low"
77,199,6,2,1,4,"Medium"
16,56,1,2,4,4,"Low"
72,76,1,2,2,4,"Medium"
94,41,6,2,2,5,"Medium"
46,146,3,3,2,6,"Low"
93,32,2,2,1,5,"Medium"
410,136,1,1,1,2,"High"
15,111,1,1,1,2,"Low"
76,68,1,2,2,4,"Medium"
14,7,7,1,30,2,"Low"
73,26,1,1,2,2,"Medium"
39,123,2,2,1,4,"Low"
62,131,7,1,1,2,"Low"
88,5,2,1,1,2,"Medium"
428,35,2,1,1,2,"High"
106,5,8,2,30,4,"Medium"
422,78,6,1,2,2,"High"
425,105,4,1,2,2,"High"
20,32,3,1,1,4,"Low"
395,7,1,1,30,3,"High"
132,109,12,1,2,4,"Medium"
417,9,50,1,30,2,"High"
251,42,504,2,1,4,"Medium"
300,4,2,4,25,7,"Medium"
138,18,3,1,2,4,"Medium"
420,56,2,1,2,2,"High"
23,83,1,2,2,4,"Low"
157,20,1,2,3,5,"Medium"
428,1,4,3,30,4,"High"
15,176,9,1,1,2,"Low"
69,216,9,2,1,6,"Medium"
420,139,1,1,1,4,"High"
392,9,1,1,30,2,"High"
112,58,2,2,2,5,"Medium"
421,114,3,2,2,5,"High"
63,141,7,1,1,2,"Low"
404,5,1,1,30,2,"High"
211,5,2,2,30,4,"Medium"
